Agency,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Abec Real Estate,"Naivasha Road, Naivasha Road, Dagoretti North","KSh 40,000",/listings/2-bedroom-apartment-for-rent-naivasha-road-3447862,2,2,2
Homekenya24,"Ruaka, Kiambaa","KSh 40,000",/listings/2-bedroom-apartment-for-rent-ruaka-3464039,2,2,2
Acurate Homes Limited,"Mbaazi Avenue, Lavington, Dagoretti North","KSh 40,000",/listings/1-bedroom-apartment-for-rent-lavington-3396051,1,1,1
Havilaplus Estates Ltd,"Karen-Dagoretti Road, Karen, Langata","KSh 40,000",/listings/2-bedroom-apartment-for-rent-karen-3453279,2,2,2
Unique Casles Management Ltd,"Koma Rock, Kangundo","KSh 40,000",/listings/3-bedroom-apartment-for-rent-koma-rock-3462957,3,3,2
Axis Assets Limited,"Ruaka, Kiambaa","KSh 40,000",/listings/2-bedroom-apartment-for-rent-ruaka-3441517,2,2,2
Property Matrix,"Mombasa Rd, Syokimau, Athi River","KSh 40,000",/listings/3-bedroom-apartment-for-rent-syokimau-3465999,3,3,2
Axis Assets Limited,"Ruaka, Kiambaa","KSh 42,000",/listings/3-bedroom-apartment-for-rent-ruaka-3426690,3,3,2
Habitat Realtors International Ltd,"Riara Heights, Naivasha Road, Dagoretti Corner, Dagoretti South","KSh 42,500",/listings/2-bedroom-apartment-for-rent-dagoretti-corner-3461816,35,2,1
Mazz Prestines,"Garden Estate Rd, Garden Estate, Roysambu","KSh 43,000",/listings/2-bedroom-apartment-for-rent-garden-estate-3411099,2,2,2
Havilaplus Estates Ltd,"USIU, SAFARI PARK AREA, Safari Park, Thika Road, Thika Road, Thika Road","KSh 43,000",/listings/2-bedroom-apartment-for-rent-thika-road-1-3432207,2,2,3
Axis Assets Limited,"Ruaka, Ruaka, Ruaka, Kiambaa","KSh 43,000",/listings/2-bedroom-apartment-for-rent-ruaka-3465423,2,2,2
Abec Real Estate,"Naivasha Road, Dagoretti North","KSh 43,500",/listings/2-bedroom-apartment-for-rent-naivasha-road-3423856,2,2,2
City Homes Kenya Real Estate,"Gala lane, Ngara, Starehe","KSh 44,000",/listings/2-bedroom-apartment-for-rent-ngara-3466486,2,2,1
Phillavilla,"Mombasa Road, Mombasa Road","KSh 44,000",/listings/2-bedroom-apartment-for-rent-3463302,2,2,4
Opus Properties,"Ngong Racecourse, Ngong Road, Ngong Road","KSh 45,000",/listings/1-bedroom-apartment-for-rent-3467213,1,1,1
Swiveltrend Ltd,"Limuru Road, Ruaka, Kiambaa","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3417648,20235,2,2
Canaan Properties,"Naivasha Road, Dagoretti North","KSh 45,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3461536,3,3,2
Habitat Realtors International Ltd,"Kamiti Road, Jacaranda Gardens, Kahawa West, Roysambu","KSh 45,000",/listings/2-bedroom-apartment-for-rent-kahawa-west-3461868,95,2,2
Diamond City Villas,"2, Karen road, Karen, Langata","KSh 45,000",/listings/2-bedroom-apartment-for-rent-karen-3468084,4500,2,2
Range Wide Properties,"Kileleshwa, Dagoretti North","KSh 45,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463017,2,2,2
Homekenya24,"Ruaka, Kiambaa","KSh 45,000",/listings/3-bedroom-apartment-for-rent-ruaka-3426943,3,3,
Miamu Properties Limited,"Ruaka, Kiambaa","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3438472,2,2,
Buy Rent Shelters,"New Kitisuru, Kitisuru, Westlands","KSh 45,000",/listings/3-bedroom-apartment-for-rent-kitisuru-3462512,3,3,2
Pmc Estates Limited,"Nairobi West, Langata","KSh 45,000",/listings/2-bedroom-apartment-for-rent-nairobi-west-3454418,2,2,
Rescom Ventures Ltd,"Kasarani Area, Kasarani","KSh 45,000",/listings/3-bedroom-apartment-for-rent-kasarani-area-3457407,3,3,
Civic Capital,"Syokimau, Athi River","KSh 45,000",/listings/3-bedroom-apartment-for-rent-syokimau-3420636,3,3,
Civic Capital,"Syokimau, Athi River","KSh 45,000",/listings/3-bedroom-apartment-for-rent-syokimau-3420636,3,3,
Apricotsolutions Limited,"Chambers Road, Ngara, Starehe","KSh 45,000",/listings/3-bedroom-apartment-for-rent-parklands-3449834,3,3,
Homekenya24,"Thindigua, Thindigua","KSh 45,000",/listings/2-bedroom-apartment-for-rent-3457162,2,2,2
Homekenya24,"Ruaka, Kiambaa","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3467996,2,2,2
Kimachas Enterprises,"Nyali cinemax, Cinemax nyali, Ziwa La Ngombe, Nyali","KSh 45,000",/listings/3-bedroom-apartment-for-rent-ziwa-la-ngombe-3463471,2500,3,2
Acurate Homes Limited,"Langata Area, Langata","KSh 45,000",/listings/2-bedroom-apartment-for-rent-langata-area-3403957,2,2,2
Acurate Homes Limited,"Langata Area, Langata","KSh 45,000",/listings/2-bedroom-apartment-for-rent-langata-area-3440951,2,2,2
Shingles Kenya Limited,"Chalbi Drive, Lavington, Dagoretti North","KSh 45,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3437527,1,1,1
Pmc Estates Limited,"Imara Daima, Embakasi","KSh 45,000",/listings/3-bedroom-apartment-for-rent-imara-daima-3459616,3,3,
Civic Capital,"Syokimau, Athi River","KSh 45,000",/listings/3-bedroom-apartment-for-rent-syokimau-3467849,3,3,4
Apogee Realty Homes,"Kiambu Road, Kiambu Road","KSh 45,000",/listings/2-bedroom-apartment-for-rent-2-3450420,2,2,2
Opus Properties,"Juja farm road, Juja, Kiambu Constituency","KSh 45,000",/listings/4-bedroom-apartment-for-rent-juja-3466164,4,4,4
Swiveltrend Ltd,"Limuru Road, Ruaka, Kiambaa","KSh 45,000",/listings/3-bedroom-apartment-for-rent-ruaka-3404435,4000,3,2
Swiveltrend Ltd,"Limuru road, Ruaka, Kiambaa","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3462471,1,2,2
Tuvilani Ventures Enterprice,"Nyali beach road, Beach road nyali, Nyali Area, Nyali","KSh 45,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466359,3,3,3
Fairdeal Properties Limited,"Ngong Road, Ngong Road","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ngong-road-3397459,2,2,1
Vaal Real Estate,"Mandera Road, Kileleshwa, Dagoretti North","KSh 45,000",/listings/1-bedroom-apartment-for-rent-kileleshwa-3460235,35,1,1
Acurate Homes Limited,"Langata Area, Langata","KSh 45,000",/listings/2-bedroom-apartment-for-rent-langata-area-3380550,2,2,
Ever Forgarden ,"Denis Pritt, Kilimani, Dagoretti North","KSh 45,000",/listings/1-bedroom-apartment-for-rent-kilimani-3467108,1,1,1
Mazz Prestines,"Parklands, Westlands","KSh 45,000",/listings/2-bedroom-apartment-for-rent-parklands-3418072,2,2,
Havilaplus Estates Ltd,"Karen, Langata","KSh 45,000",/listings/3-bedroom-apartment-for-rent-karen-3423640,3,3,
Havilaplus Estates Ltd,"Kiambu Road, Kiambu Road","KSh 45,000",/listings/2-bedroom-apartment-for-rent-kiambu-road-3446751,2,2,2
Blue Falcon Estate Agent,"Highridge, Parklands, Westlands","KSh 45,000",/listings/2-bedroom-apartment-for-rent-parklands-3423667,2,2,
Tussy Realtors,"Thiong'o Road, Mountain View, Westlands","KSh 45,000",/listings/3-bedroom-apartment-for-rent-mountain-view-3468606,3,3,2
Tussy Realtors,"Thiong'o, Mountain View, Westlands","KSh 45,000",/listings/3-bedroom-apartment-for-rent-mountain-view-3468607,3,3,2
Trisums Investments Company Limited,"Kiambu Road, Kiambu Road","KSh 46,500",/listings/2-bedroom-apartment-for-rent-3466558,2,2,2
Opus Properties,"Ruaka, Kiambaa","KSh 47,000",/listings/3-bedroom-apartment-for-rent-ruaka-3444432,3,3,2
Sunland Real Estates Limited,"SANGALE ROAD, SANGALE ROAD, Nairobi West, Langata","KSh 48,000",/listings/2-bedroom-apartment-for-rent-nairobi-west-3466235,2,2,
Phillavilla,"Ngong Road, Ngong Road","KSh 48,000",/listings/2-bedroom-apartment-for-rent-3462724,2,2,3
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 48,000",/listings/1-bedroom-apartment-for-rent-kilimani-3450303,1,1,1
Tulua Meraki,"Ole Sangale, Madaraka, Langata","KSh 48,000",/listings/2-bedroom-apartment-for-rent-madaraka-3443998,48,2,1
Diamond City Villas,":, Hardy, Karen, Karen, Langata","KSh 48,000",/listings/2-bedroom-apartment-for-rent-karen-3468222,4500,2,2
Civic Capital,"Likoni Road, South B, Langata","KSh 48,000",/listings/3-bedroom-apartment-for-rent-south-b-3443554,3,3,2
Swiveltrend Ltd,"Limuru Road, Ruaka, Kiambaa","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ruaka-3436987,10118,3,2
Tuvilani Ventures Enterprice,"Cinemax, Cinemax, Nyali Area, Nyali","KSh 50,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466472,130,3,3
Range Wide Properties,"Waiyaki Way, Westlands","KSh 50,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3462967,2,2,2
Range Wide Properties,"Kileleshwa, Dagoretti North","KSh 50,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463020,2,2,
Buy Rent Shelters,"New Kitisuru, Kitisuru, Westlands","KSh 50,000",/listings/3-bedroom-apartment-for-rent-kitisuru-3464584,3,3,2
Buy Rent Shelters,"Kiambu Rd, Thindigua, Kiambu Road, Kiambu Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-3465006,3,3,3
Westside Real Estate,"6, Bukani Road, Nairobi West, Langata","KSh 50,000",/listings/3-bedroom-apartment-for-rent-nairobi-west-3462159,150,3,1
Rescom Ventures Ltd,"Kamiti Road, Kamiti, Kiambaa","KSh 50,000",/listings/3-bedroom-apartment-for-rent-kamiti-1-3421976,130,3,2
Cfs Homes,"Westlands Area, Westlands","KSh 50,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3438403,1,1,
Diamond City Villas,"Rhino park road, Karen, Langata","KSh 50,000",/listings/2-bedroom-apartment-for-rent-karen-3466471,4500,2,2
Canaan Properties,"Racecourse, Ngando Area, Ngong Road, Ngong Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ngong-road-3432835,3,3,2
Fairdeal Properties Limited,"Ngong Road, Ngong Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ngong-road-3433150,3,3,2
Royani Properties Limited,"Kiambu Rd, Kiambu Road, Kiambu Road","KSh 50,000",/listings/2-bedroom-apartment-for-rent-3377671,2,2,2
Royani Properties Limited,"Fourways Junction Estate, Kiambu Road, Kiambu Road","KSh 50,000",/listings/2-bedroom-apartment-for-rent-2-3440522,80,2,2
Royani Properties Limited,"Migaa, Kiambu Road, Kiambu Road","KSh 50,000",/listings/furnished-1-bedroom-apartment-for-rent-1-3457271,1,1,1
Pmc Estates Limited,"Imara Daima, Embakasi","KSh 50,000",/listings/3-bedroom-apartment-for-rent-imara-daima-3441143,3,3,
Civic Capital,"Nairobi West, Langata","KSh 50,000",/listings/3-bedroom-apartment-for-rent-nairobi-west-3409091,3,3,2
Casapiu Holdings Limited,"Rhapta Road, Westlands","KSh 50,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3462852,1,1,1
Levindia Properties,"kiambu road, kiambu road, Kiambu Road, Kiambu Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-kiambu-road-3460995,300,3,3
Landmark Realtors Ltd,"Thindigua, Thindigua","KSh 50,000",/listings/3-bedroom-apartment-for-rent-thindigua-1-3454142,3,3,
Gimco Limited,"Upper Hill, Langata","KSh 50,000",/listings/2-bedroom-apartment-for-rent-upper-hill-1-3428820,2,2,
Regent Management Ltd,"Imara Daima, Embakasi","KSh 50,000",/listings/3-bedroom-apartment-for-rent-imara-daima-3464583,3,3,2
Real Management Services 2002Limited,"1 Ojijo, Parklands, Westlands","KSh 50,000",/listings/2-bedroom-apartment-for-rent-parklands-1489,2,2,1
Pam Golding Properties,"Upper Hill, Langata","KSh 50,000",/listings/1-bedroom-apartment-for-rent-upper-hill-3447747,1,1,1
Links Properties,"Zambia Road, Ngong, Kajiado North","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ngong-3466122,3,3,3
Fitsher Homes Ltd,"Kiambu Road, Kiambu Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-3466792,3,3,3
Naftal Properties,"Kilimani, Dagoretti North","KSh 50,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3466369,1,1,
Dunhill Consulting Limited,"Waiyaki Way, Westlands","KSh 50,000",/listings/studio-apartment-for-rent-waiyaki-way-3465273,0,0,1
Fitsher Homes Ltd,"Ruaka, Kiambaa","KSh 51,000",/listings/3-bedroom-apartment-for-rent-ruaka-3466828,3,3,3
Absolute Estate Agents,"riara road, Riara Road, Dagoretti North","KSh 52,000",/listings/2-bedroom-apartment-for-rent-riara-road-3467537,2,2,2
Levindia Properties,"kiambu road, kiambu road, Kiambu Road, Kiambu Road","KSh 52,000",/listings/2-bedroom-apartment-for-rent-kiambu-road-3460998,300,2,3
Apogee Realty Homes,"Kiambu Road, Kiambu Road","KSh 52,000",/listings/2-bedroom-apartment-for-rent-2-3449160,2,2,2
Unique Casles Management Ltd,"Milimani, Kilimani, Dagoretti North","KSh 52,500",/listings/2-bedroom-apartment-for-rent-kilimani-3461149,2,2,1
Swiveltrend Ltd,"Limuru Road, Ruaka, Kiambaa","KSh 54,000",/listings/3-bedroom-apartment-for-rent-ruaka-3417792,20235,3,3
Homekenya24,"Ruaka, Kiambaa","KSh 54,000",/listings/3-bedroom-apartment-for-rent-ruaka-3468002,3,3,2
Crystal Valuers Ltd,"Four Points Apartments, Uthiru/Ruthimitu, Dagoretti South","KSh 55,000",/listings/2-bedroom-apartment-for-rent-uthiru-ruthimitu-3378682,94,2,2
Prime Lands,"Kilimani, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kilimani-3464218,2,2,2
Green Knight Properties,"Gatundu road , Kileleshwa, Dagoretti North","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kileleshwa-3449875,1,1,1
Real Management Services 2002Limited,"Rhaphta Road, Waiyaki Way, Westlands","KSh 55,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3397488,3,3,1
Range Wide Properties,"Kileleshwa, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463044,2,2,2
Range Wide Properties,"Rhapta Road, Westlands","KSh 55,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3463086,1,1,2
El Roi Properties,"Kiambu Road, Kiambu Road","KSh 55,000",/listings/3-bedroom-apartment-for-rent-3462120,3,3,2
Buy Rent Shelters,"Kiambu Rd, Thindigua, Thindigua","KSh 55,000",/listings/3-bedroom-apartment-for-rent-3463071,3,3,3
Wealthlink Realtors Ltd,"Kahawa West, Roysambu","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kahawa-west-3464079,2,2,2
Masterways Properties Ltd,"Wanyee Road, Naivasha Road, Dagoretti North","KSh 55,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3464431,3,3,2
Kimachas Enterprises,"Nyali primary, Nyali, Nyali Area, Nyali","KSh 55,000",/listings/furnished-2-bedroom-apartment-for-rent-nyali-area-3463075,2000,2,2
Royani Properties Limited,"Fourways Junction Estate, Kiambu Road, Kiambu Road","KSh 55,000",/listings/2-bedroom-apartment-for-rent-3447984,2,2,2
Links Properties,"Ngong Road, Ngong Road, Ngong Road","KSh 55,000",/listings/2-bedroom-apartment-for-rent-ngong-road-3465506,2,2,1
Dalizu Holdings Limited,"Lavington, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-lavington-3458910,2,2,2
Ever Forgarden ,"Denis Pritt, Kilimani, Dagoretti North","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-3467109,1,1,1
Hanspace Limited,"Off Naivasha road, Dagoretti Corner, Dagoretti South","KSh 55,000",/listings/3-bedroom-apartment-for-rent-dagoretti-corner-3431270,3,3,2
Fredrick Kimathi,"5th avenue, Citymall Nyali, Nyali Area, Nyali","KSh 55,000",/listings/2-bedroom-apartment-for-rent-nyali-area-3465895,2,2,
Levindia Properties,"kiambu road, kiambu road, Kiambu Road, Kiambu Road","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kiambu-road-3465600,260,3,3
Liflac Properties,"Loresho, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3-3418158,107,2,2
Splendor Holdings,"Kilimani, Dagoretti North","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-3462371,1,1,1
Swiveltrend Ltd,"Limuru Road, Ruaka, Kiambaa","KSh 55,000",/listings/3-bedroom-apartment-for-rent-ruaka-3417446,8094,3,2
Swiveltrend Ltd,"Loresho, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3445594,40470,2,3
Citiscape Valuers And Estate Agents Ltd,"Kilimani, Dagoretti North","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-3444059,1,1,2
Prudential Green Ville,"kilimani, kilimani, Kilimani, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kilimani-3468508,2,2,2
Range Wide Properties,"Lavington, Dagoretti North","KSh 55,000",/listings/3-bedroom-apartment-for-rent-lavington-3463011,3,3,2
Absolute Estate Agents,"Kileleshwa, Dagoretti North","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3464697,3,3,3
Masterways Properties Ltd,"Riverside Mews, Riverside, Westlands","KSh 55,000",/listings/1-bedroom-apartment-for-rent-riverside-3460232,1,1,1
Wealthlink Realtors Ltd,"Loresho, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3463653,2,2,2
Wealthlink Realtors Ltd,"Kahawa West, Roysambu","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kahawa-west-3463896,3,3,2
Furaha Properties,"Mombasa CBD, Mombasa CBD","KSh 55,000",/listings/3-bedroom-apartment-for-rent-mombasa-cbd-1-3414145,3,3,2
Furaha Properties,"Nyali Area, Nyali","KSh 55,000",/listings/furnished-1-bedroom-apartment-for-rent-nyali-area-3439758,1,1,2
Splendour Real Estate,"Kahawa West, Roysambu","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kahawa-west-3467513,3,3,
Fitsher Homes Ltd,"Kiambu Road, Kiambu Road","KSh 55,000",/listings/3-bedroom-apartment-for-rent-3466753,3,3,4
Pmc Estates Limited,"Kiambu Road, Kiambu Road","KSh 55,000",/listings/3-bedroom-apartment-for-rent-3467896,3,3,
Phillavilla,"Mountain View, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-mountain-view-3466386,2,2,2
Trisums Investments Company Limited,"Kitisuru, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kitisuru-3460640,110,2,2
Tuvilani Ventures Enterprice,"Nyali links road, Nyali links road, Nyali Area, Nyali","KSh 55,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466362,3,3,4
Canaan Properties,"Kilimani, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kilimani-3464668,2,2,2
Abec Real Estate,"Mwimuto, New Kitusuru, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-new-kitusuru-3462250,2,2,2
Habitat Realtors International Ltd,"Karenend Apartments, Karinde, Karen, Langata","KSh 55,000",/listings/2-bedroom-apartment-for-rent-karen-3468311,95,2,2
Prudential Green Ville,"waiyaki, waiyaki, Loresho, Westlands","KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3467780,2,2,2
Homekenya24,"Thindigua, Thindigua","KSh 55,000",/listings/3-bedroom-apartment-for-rent-3457165,3,3,3
Range Wide Properties,"Lavington, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-lavington-3464806,2,2,2
Royani Properties Limited,"Fourways Junction Estate, Kiambu Road, Kiambu Road","KSh 55,000",/listings/2-bedroom-apartment-for-rent-3460753,80,2,2
Origin Homes,"Kilimani, Dagoretti North","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-1-3449304,1,1,1
Citiscape Valuers And Estate Agents Ltd,"Kileleshwa, Dagoretti North","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3466275,3,3,4
Absolute Estate Agents,"Kileleshwa, Dagoretti North","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463548,3,3,3
Pmc Estates Limited,"Statehouse Crescent, Off Statehouse Road, State House, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-state-house-3450210,2,2,
Pmc Estates Limited,"Kileleshwa, Dagoretti North","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3467905,2,2,
Kitheka Musyoka,"nyali, nyali road, Mkomani, Nyali","KSh 55,000",/listings/2-bedroom-apartment-for-rent-mkomani-3467475,2,2,2
Civic Capital,"Upper Hill, Langata","KSh 55,000",/listings/2-bedroom-apartment-for-rent-upper-hill-3431053,2,2,1
Red Knot Limited,"kinoo 87/Uthiru, Kinoo, Kabete","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kinoo-3461452,3,3,3
Apogee Realty Homes,"Thindigua, Kiambu Road, Kiambu Road","KSh 56,000",/listings/3-bedroom-apartment-for-rent-2-3455846,3,3,2
Wealthlink Realtors Ltd,"Thindigua, Thindigua","KSh 56,000",/listings/3-bedroom-apartment-for-rent-3468681,3,3,4
Royani Properties Limited,"Thika Road, Kahawa, Roysambu","KSh 57,750",/listings/4-bedroom-apartment-for-rent-kahawa-3461447,4,4,2
City Homes Kenya Real Estate,"Kangundo Road, Kileleshwa, Dagoretti North","KSh 58,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3430297,2,2,
Crystal Valuers Ltd,"Chinga Dam Apartments, Iregi Road, Parklands, Westlands","KSh 58,500",/listings/3-bedroom-apartment-for-rent-parklands-3448470,3,3,2
City Homes Kenya Real Estate,"Rhapta road, Rhapta Road, Westlands","KSh 59,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3458769,2,2,
Swiveltrend Ltd,"Loresho, Westlands","KSh 60,000",/listings/3-bedroom-apartment-for-rent-loresho-3404436,125,3,3
Regent Management Ltd,"Naivasha Road, Dagoretti North","KSh 60,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3464581,3,3,2
Citiscape Valuers And Estate Agents Ltd,"Kilimani, Dagoretti North","KSh 60,000",/listings/1-bedroom-apartment-for-rent-kilimani-3467271,1,1,1
Green Knight Properties,"George Pardmore lane, Kilimani, Dagoretti North","KSh 60,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3465726,1,1,1
